,age,workclass,fnlwgt,education,education_num,marital_status,post,relationship,nation,gender,capital_gain,capital_loss,hours_per_week,country,wealth
13034,28, Private,22422, HS-grad,9, Never-married, Transport-moving, Unmarried, White, M,0,0,55, United-States, lowerCase
13036,47, Local-gov,194360, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, F,0,0,7, United-States, upperCase
13037,59, Private,247187, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, F,0,0,40, United-States, lowerCase
13038,35, Private,63921, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, United-States, lowerCase
13039,35, Private,224889, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,0,40, United-States, lowerCase
13040,29, Self-emp-not-inc,178564, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, M,0,0,40, United-States, lowerCase
13041,57, Private,47619, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, Black, F,0,0,40, United-States, lowerCase
13042,44, Private,244974, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,0,60, United-States, lowerCase
13043,20, Local-gov,526734, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, F,0,0,30, United-States, lowerCase
13044,23, Private,201664, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, M,0,0,40, United-States, lowerCase
13045,46, Private,268022, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,0,40, United-States, upperCase
13046,21, Self-emp-not-inc,99199, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
13047,32, Private,137076, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,40, United-States, lowerCase
13048,41, Private,115411, Some-college,10, Divorced, Sales, Own-child, White, M,2174,0,45, United-States, lowerCase
13049,69, Self-emp-not-inc,29980, 7th-8th,4, Never-married, Farming-fishing, Other-relative, White, M,1848,0,10, United-States, lowerCase
13050,39, Self-emp-inc,543042, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,5178,0,50, United-States, upperCase
13051,43, Private,271807, Some-college,10, Divorced, Craft-repair, Not-in-family, White, M,0,0,40, United-States, lowerCase
13052,51, Federal-gov,97934, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, M,5178,0,40, United-States, upperCase
13053,35, Self-emp-not-inc,264627, 11th,7, Divorced, Exec-managerial, Unmarried, White, F,0,0,84, United-States, lowerCase
13054,32, Private,183801, HS-grad,9, Divorced, Craft-repair, Own-child, White, M,0,0,40, United-States, lowerCase
13055,25, Private,209227, Bachelors,13, Never-married, Prof-specialty, Own-child, White, F,0,0,21, United-States, lowerCase
13056,64, Private,216208, Some-college,10, Widowed, Sales, Not-in-family, White, F,0,0,40, United-States, lowerCase
13057,28, Private,377095, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, F,0,0,40, United-States, lowerCase
13058,40, Private,247880, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, M,0,0,40, United-States, upperCase
13059,23, Private,428299, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, M,0,0,40, United-States, lowerCase
13060,23, Private,161708, Some-college,10, Never-married, Other-service, Unmarried, White, F,0,0,20, United-States, lowerCase
13061,19, Private,167859, HS-grad,9, Never-married, Other-service, Own-child, Black, M,0,0,40, United-States, lowerCase
13062,61, Private,85194, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, M,0,0,25, United-States, lowerCase
13064,39, Private,117683, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,0,45, United-States, lowerCase
13065,51, Private,139347, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, F,7688,0,40, United-States, upperCase
13066,33, Private,122116, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,0,45, United-States, lowerCase
13067,34, State-gov,227931, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, F,0,0,38, United-States, lowerCase
13068,54, Self-emp-not-inc,226497, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,50, United-States, lowerCase
13069,33, Private,204742, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,44, United-States, lowerCase
13071,31, Private,213179, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,60, United-States, upperCase
13072,70, Self-emp-inc,188260, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,16, United-States, lowerCase
13073,36, Private,143774, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,12, United-States, upperCase
13074,21, Private,152389, Some-college,10, Never-married, Other-service, Not-in-family, Black, F,0,0,30, United-States, lowerCase
13075,31, Private,309974, Some-college,10, Separated, Tech-support, Unmarried, Black, F,0,0,40, United-States, lowerCase
13076,39, Private,270059, Some-college,10, Divorced, Adm-clerical, Unmarried, White, F,0,0,35, United-States, lowerCase
13077,29, Private,130045, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, F,0,0,40, United-States, lowerCase
13078,39, Private,188038, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, M,0,0,40, United-States, lowerCase
13079,17, Private,168203, 7th-8th,4, Never-married, Farming-fishing, Other-relative, Other, M,0,0,40, Mexico, lowerCase
13080,46, Private,171807, Some-college,10, Divorced, Sales, Unmarried, White, F,0,0,40, United-States, lowerCase
13081,62, Private,186696, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
13082,19, Private,501144, Some-college,10, Never-married, Sales, Other-relative, Black, F,0,0,40, United-States, lowerCase
13083,61, Local-gov,180079, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, M,4064,0,40, United-States, lowerCase
13086,24, Local-gov,203924, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, M,0,0,45, United-States, lowerCase
13087,38, Private,91857, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,41, United-States, lowerCase
13088,38, Private,229700, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, M,0,0,40, United-States, upperCase
13089,17, Private,158704, 10th,6, Never-married, Sales, Own-child, White, M,0,0,20, United-States, lowerCase
13090,28, Private,190911, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
13091,61, Private,119684, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, M,15024,0,20, United-States, upperCase
13092,69, Private,124930, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,2267,40, United-States, lowerCase
13093,19, Private,168693, HS-grad,9, Never-married, Sales, Own-child, White, F,0,0,25, United-States, lowerCase
13094,34, Self-emp-inc,353927, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, upperCase
13095,70, Private,216390, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, F,2653,0,40, United-States, lowerCase
13096,43, Private,117728, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,44, United-States, lowerCase
13097,52, Private,115851, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
13098,53, Self-emp-not-inc,100109, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,1977,40, United-States, upperCase
13099,55, State-gov,157639, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, M,0,0,40, United-States, upperCase
13100,46, Self-emp-inc,235320, Masters,14, Divorced, Sales, Not-in-family, White, M,0,0,60, United-States, upperCase
13101,39, Private,28572, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, M,0,0,48, United-States, lowerCase
13103,30, Private,184687, HS-grad,9, Never-married, Prof-specialty, Own-child, White, F,0,0,30, United-States, lowerCase
13104,22, Private,267945, Some-college,10, Never-married, Sales, Own-child, White, F,0,0,16, United-States, lowerCase
13105,36, Private,192614, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, M,0,0,56, United-States, lowerCase
13106,50, Private,44116, HS-grad,9, Divorced, Craft-repair, Unmarried, White, F,0,0,40, United-States, lowerCase
13107,27, Federal-gov,46442, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, F,0,0,35, United-States, lowerCase
13108,46, Federal-gov,78022, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,40, United-States, upperCase
13109,24, Private,417668, Bachelors,13, Never-married, Prof-specialty, Own-child, White, M,0,0,20, United-States, lowerCase
13110,38, Local-gov,115634, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
13111,47, Private,114459, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,0,40, United-States, upperCase
13112,41, Private,197093, Some-college,10, Never-married, Other-service, Not-in-family, Black, M,0,0,20, United-States, lowerCase
13113,29, Private,59231, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,42, United-States, lowerCase
13114,26, Private,292303, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, F,0,0,40, United-States, lowerCase
13115,26, Federal-gov,52322, Bachelors,13, Never-married, Tech-support, Not-in-family, Other, M,0,0,60, United-States, lowerCase
13116,27, Local-gov,105830, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, F,0,0,60, United-States, lowerCase
13117,36, Private,107125, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, M,0,0,50, United-States, lowerCase
13118,53, Private,283320, Bachelors,13, Divorced, Tech-support, Not-in-family, White, F,0,0,40, United-States, lowerCase
13120,53, Private,208302, 10th,6, Married-civ-spouse, Other-service, Husband, White, M,0,0,34, United-States, lowerCase
13121,34, Local-gov,172664, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
13122,43, Private,54611, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, M,0,0,60, United-States, lowerCase
13123,21, Private,394484, Some-college,10, Never-married, Adm-clerical, Own-child, White, F,0,0,40, United-States, lowerCase
13125,38, Federal-gov,37683, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, F,99999,0,57, Canada, upperCase
13126,48, Private,143098, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, M,0,1902,40, China, upperCase
13127,37, Private,188503, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, F,0,0,35, United-States, lowerCase
13128,37, Private,337778, 11th,7, Divorced, Farming-fishing, Not-in-family, White, M,0,0,40, United-States, lowerCase
13129,51, Self-emp-not-inc,94432, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,55, United-States, upperCase
13130,52, Private,128272, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,0,14, United-States, lowerCase
13131,64, Federal-gov,301383, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, M,9386,0,45, United-States, upperCase
13132,46, Private,174995, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, F,0,0,45, United-States, lowerCase
13133,24, State-gov,289909, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, lowerCase
13134,39, Private,154641, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,45, United-States, upperCase
13135,23, Private,209034, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, F,3942,0,40, United-States, lowerCase
13136,34, Private,141118, Masters,14, Divorced, Prof-specialty, Own-child, White, F,0,0,60, United-States, upperCase
13137,30, Private,169589, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,40, United-States, lowerCase
13138,25, Private,137645, Bachelors,13, Never-married, Sales, Not-in-family, Black, F,0,0,40, United-States, lowerCase
13139,58, Local-gov,489085, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, M,0,0,40, United-States, lowerCase
13140,32, Private,36302, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,50, United-States, lowerCase
13141,35, Private,269300, HS-grad,9, Separated, Other-service, Not-in-family, Black, F,0,0,40, United-States, lowerCase
13142,18, Private,282609, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, M,0,0,30, Honduras, lowerCase
13143,71, Private,182395, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, M,11678,0,45, United-States, upperCase
13144,44, Private,205051, 10th,6, Divorced, Adm-clerical, Unmarried, White, F,0,0,40, United-States, lowerCase
13145,40, Private,236110, 12th,8, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, Cuba, upperCase
13146,38, Private,312271, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,50, United-States, upperCase
13147,52, Private,126978, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, F,0,0,40, China, lowerCase
13148,47, Private,204692, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
13149,49, Private,195956, Bachelors,13, Divorced, Tech-support, Unmarried, White, F,0,0,35, United-States, lowerCase
13150,76, Private,278938, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, F,0,0,20, United-States, lowerCase
13151,50, Local-gov,36489, 10th,6, Never-married, Other-service, Not-in-family, White, M,0,0,40, United-States, lowerCase
13152,33, Local-gov,154874, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, M,0,0,40, United-States, lowerCase
13153,43, Private,74581, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,48, United-States, upperCase
13154,27, Private,311446, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, F,5178,0,40, United-States, upperCase
13155,37, Self-emp-inc,162164, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
13156,40, Private,239708, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,55, United-States, lowerCase
13157,49, Private,169042, HS-grad,9, Separated, Prof-specialty, Unmarried, White, F,0,625,40, Puerto-Rico, lowerCase
13158,42, Private,345363, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, F,0,0,40, England, lowerCase
13159,36, Private,49837, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, F,0,0,40, United-States, lowerCase
13160,30, State-gov,180283, HS-grad,9, Never-married, Other-service, Not-in-family, Black, F,0,0,40, United-States, lowerCase
13161,40, Local-gov,95639, HS-grad,9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, M,0,0,40, United-States, lowerCase
13162,42, Private,33155, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,45, United-States, lowerCase
13163,56, Private,329059, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, Italy, upperCase
13164,25, Private,443855, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, M,0,0,40, Mexico, lowerCase
13166,33, Private,301867, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, F,0,0,35, United-States, lowerCase
13167,55, Private,226875, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,4064,0,40, United-States, lowerCase
13168,47, Private,362835, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,0,60, United-States, upperCase
13169,23, Private,180339, Assoc-acdm,12, Never-married, Sales, Own-child, White, F,0,0,65, United-States, lowerCase
13170,62, State-gov,101475, Assoc-acdm,12, Widowed, Prof-specialty, Not-in-family, White, F,0,0,40, United-States, lowerCase
13171,42, Local-gov,263871, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,8, United-States, lowerCase
13172,38, Self-emp-not-inc,77820, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, upperCase
13173,29, Private,95465, HS-grad,9, Never-married, Tech-support, Not-in-family, White, M,0,0,42, United-States, lowerCase
13174,26, Private,257910, Some-college,10, Never-married, Other-service, Not-in-family, White, M,0,0,60, United-States, lowerCase
13175,26, Private,244372, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,52, United-States, upperCase
13176,37, Self-emp-not-inc,126738, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,72, United-States, lowerCase
13177,79, Self-emp-inc,97082, 12th,8, Widowed, Sales, Not-in-family, White, M,18481,0,45, United-States, upperCase
13178,60, Self-emp-inc,105339, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,7298,0,60, United-States, upperCase
13179,51, Self-emp-inc,258735, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, M,0,0,81, United-States, lowerCase
13180,35, Private,166193, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, M,0,0,40, United-States, lowerCase
13181,27, Local-gov,206125, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,60, United-States, lowerCase
13182,44, Private,346594, HS-grad,9, Divorced, Other-service, Unmarried, White, F,0,0,40, United-States, lowerCase
13183,32, Private,73498, 7th-8th,4, Divorced, Other-service, Unmarried, White, F,0,0,40, United-States, lowerCase
13184,27, Private,181280, Masters,14, Never-married, Handlers-cleaners, Unmarried, White, M,0,0,30, United-States, lowerCase
13185,40, Private,146908, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,60, United-States, upperCase
13186,25, Private,164488, Bachelors,13, Never-married, Tech-support, Not-in-family, White, M,0,0,40, United-States, lowerCase
13187,41, Private,307468, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,50, United-States, lowerCase
13188,32, Private,101562, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, F,0,0,45, United-States, lowerCase
13189,35, Private,259846, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,55, United-States, lowerCase
13190,48, Private,98719, HS-grad,9, Widowed, Other-service, Not-in-family, White, F,0,0,44, United-States, lowerCase
13191,62, Self-emp-not-inc,168682, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, M,0,0,5, United-States, lowerCase
13192,40, Self-emp-not-inc,198953, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, Black, F,0,0,2, United-States, lowerCase
13194,28, Private,173673, 5th-6th,3, Never-married, Other-service, Not-in-family, White, F,0,0,40, Mexico, lowerCase
13195,50, Federal-gov,98980, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,7298,0,40, United-States, upperCase
13196,63, Self-emp-not-inc,122442, Some-college,10, Married-civ-spouse, Other-service, Husband, White, M,0,0,48, United-States, lowerCase
13197,63, Federal-gov,154675, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, F,0,0,40, United-States, lowerCase
13200,41, Private,237452, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, F,0,0,15, Cuba, upperCase
13202,28, Private,51461, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, M,0,1887,40, United-States, upperCase
13203,35, Private,54953, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
13204,31, Private,222654, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
13205,28, Private,125321, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, F,0,0,40, United-States, lowerCase
13206,38, Private,209609, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, M,0,0,40, United-States, upperCase
13207,43, State-gov,438427, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, F,0,0,40, United-States, lowerCase
13208,26, Self-emp-not-inc,384276, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
13209,26, Private,196805, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, M,0,0,65, United-States, lowerCase
13210,27, Private,242097, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,50, United-States, lowerCase
13211,33, Private,184306, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,45, United-States, lowerCase
13212,45, Private,161954, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, F,0,0,40, Germany, lowerCase
13213,65, Private,258561, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, M,0,0,20, United-States, lowerCase
13214,57, Self-emp-not-inc,95280, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,99999,0,45, United-States, upperCase
13215,59, Private,212783, HS-grad,9, Divorced, Other-service, Not-in-family, White, F,0,0,38, United-States, lowerCase
13216,18, Private,205004, Some-college,10, Never-married, Other-service, Own-child, White, M,0,0,26, United-States, lowerCase
13217,44, Local-gov,387844, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,0,40, United-States, lowerCase
13218,27, Private,161155, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, M,0,0,40, United-States, lowerCase
13219,43, Local-gov,265698, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, F,0,0,45, United-States, upperCase
13220,59, Self-emp-inc,146477, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
13221,19, Private,97261, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, M,0,0,40, United-States, lowerCase
13222,36, State-gov,437890, HS-grad,9, Never-married, Exec-managerial, Unmarried, Black, M,0,0,90, United-States, lowerCase
13223,68, Self-emp-not-inc,133736, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,20051,0,40, United-States, upperCase
13224,63, Private,169983, 11th,7, Widowed, Sales, Not-in-family, White, F,2176,0,30, United-States, lowerCase
13225,37, Private,126675, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,57, United-States, lowerCase
13226,46, Local-gov,175754, Masters,14, Divorced, Prof-specialty, Not-in-family, White, F,0,1876,60, United-States, lowerCase
13227,31, Private,121768, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, F,0,0,35, Poland, lowerCase
13228,23, Private,180052, HS-grad,9, Never-married, Other-service, Own-child, White, M,0,0,40, United-States, lowerCase
13229,22, Private,124454, Some-college,10, Never-married, Sales, Not-in-family, White, M,0,0,30, United-States, lowerCase
13230,36, Private,222584, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, F,0,0,40, United-States, lowerCase
13231,38, Private,22245, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, M,0,0,50, United-States, lowerCase
13232,46, Local-gov,114160, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,1902,45, United-States, upperCase
13233,24, Private,228960, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, F,0,0,40, United-States, lowerCase
13234,26, Private,132572, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, F,0,0,40, United-States, lowerCase
13235,40, Private,187802, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,1887,40, United-States, upperCase
13236,42, Private,137698, 5th-6th,3, Married-spouse-absent, Farming-fishing, Not-in-family, White, M,0,0,35, Mexico, lowerCase
13237,48, Self-emp-inc,30575, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,70, United-States, upperCase
13238,56, Private,202220, Some-college,10, Separated, Tech-support, Unmarried, Black, F,0,0,38, United-States, lowerCase
13239,50, Private,50178, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, M,0,0,40, United-States, upperCase
13240,49, Private,202053, HS-grad,9, Divorced, Sales, Not-in-family, White, F,0,0,32, United-States, lowerCase
13241,32, Self-emp-not-inc,115066, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,0,60, United-States, upperCase
13242,28, Private,223751, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,40, United-States, upperCase
13243,23, Private,32732, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, M,0,0,15, United-States, lowerCase
13244,24, State-gov,390867, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, F,0,0,40, United-States, lowerCase
13245,31, Private,101697, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, F,0,0,40, United-States, lowerCase
13246,36, Private,279721, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,40, United-States, lowerCase
13247,58, Private,223400, Assoc-acdm,12, Married-civ-spouse, Priv-house-serv, Other-relative, White, F,0,0,35, Poland, lowerCase
13250,21, Private,189013, Some-college,10, Never-married, Sales, Own-child, White, F,0,0,35, United-States, lowerCase
13251,33, Private,119913, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
13252,37, Private,549174, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,50, United-States, upperCase
13253,29, Local-gov,214706, HS-grad,9, Never-married, Other-service, Unmarried, White, F,0,0,40, United-States, lowerCase
13254,43, Private,234220, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, F,0,0,40, Cuba, lowerCase
13255,22, Private,237720, HS-grad,9, Never-married, Craft-repair, Own-child, White, M,0,0,40, United-States, lowerCase
13256,69, Local-gov,286983, Some-college,10, Married-civ-spouse, Other-service, Husband, White, M,0,0,40, United-States, lowerCase
13257,17, Private,140027, 11th,7, Never-married, Other-service, Own-child, White, F,0,0,25, United-States, lowerCase
13259,54, Private,155408, HS-grad,9, Widowed, Handlers-cleaners, Unmarried, White, F,0,0,40, United-States, lowerCase
13261,28, Private,158737, 12th,8, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, M,0,0,40, Ecuador, lowerCase
13262,26, Private,366900, HS-grad,9, Never-married, Craft-repair, Own-child, White, M,0,0,40, United-States, lowerCase
13263,51, Self-emp-not-inc,268639, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, F,0,2057,60, Canada, lowerCase
13264,26, Private,358975, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, F,0,0,50, Hungary, lowerCase
13265,33, Private,199227, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,55, United-States, upperCase
13266,44, Private,248249, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,0,50, United-States, lowerCase
13267,36, Private,460437, 9th,5, Divorced, Sales, Not-in-family, White, F,0,0,40, United-States, lowerCase
13268,44, Private,115932, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, lowerCase
13269,44, Private,181762, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, M,15024,0,55, United-States, upperCase
13270,21, Private,27049, Some-college,10, Never-married, Sales, Own-child, White, F,0,0,20, United-States, lowerCase
13271,41, Private,806552, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,50, United-States, upperCase
13272,62, Private,69867, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, M,7298,0,50, United-States, upperCase
13273,27, Private,160786, 11th,7, Separated, Craft-repair, Not-in-family, White, M,0,0,45, Germany, lowerCase
13274,38, Private,219546, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
13275,60, Private,24872, Some-college,10, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, F,0,0,30, United-States, lowerCase
13277,22, Private,304602, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, M,0,0,40, United-States, lowerCase
13279,22, Private,238917, 1st-4th,2, Never-married, Machine-op-inspct, Not-in-family, White, M,0,0,24, Mexico, lowerCase
13280,51, Private,200618, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, lowerCase
13281,31, Private,183043, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,1977,48, United-States, upperCase
13282,42, Local-gov,209752, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,55, United-States, upperCase
13284,49, Private,196707, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,7298,0,43, United-States, upperCase
